time (h),Predicted,Upper Bound,Lower Bound
0.5,0.0014829349238425493,0.15277122860416387,0.0
1.0,0.0014829349238425493,0.1527716277283248,0.0
1.5,0.0029300818908571578,0.15421944822337175,0.0
2.0,0.0029300818908571578,0.1542200974619448,0.0
2.5,0.006326029918758043,0.1576165606900345,0.0
3.0,0.01480271890371417,0.1660936423693084,0.0
3.5,0.03587909795654317,0.18717034049928225,0.0
4.0,0.08567894389852881,0.2369704636614697,0.0
4.5,0.1722922855988145,0.32358404611485136,0.021000525082777582
5.0,0.2756378011157115,0.42692973876836926,0.12434586346305374
5.5,0.38588110730051994,0.5371731796006781,0.23458903500036174
6.0,0.4961690853039424,0.6474612230380777,0.344876947569807
6.5,0.6030640080571175,0.7543562159431882,0.4517718001710467
7.0,0.6878951489925385,0.8391874262647278,0.5366028717203492
7.5,0.7463146448135376,0.8976069752912661,0.5950223143358091
8.0,0.7838829259077708,0.9351751907363679,0.6325906610791736
8.5,0.8171292245388031,0.9684211548527021,0.6658372942249041
9.0,0.8505238046248754,1.0018151957815729,0.6992324134681781
9.5,0.9213562707106272,1.0726469708781818,0.7700655705430726
10.0,0.9288115253051122,1.0801015530300349,0.7775214975801895
10.5,0.9482681751251221,1.0995577020794611,0.796978648170783
11.0,0.9492985010147095,1.1005877226684762,0.7980092793609427
11.5,0.9582644899686178,1.1095535412559663,0.8069754386812692
12.0,0.9621862769126892,1.1134752558998648,0.8108972979255136
12.5,0.997097447514534,1.1483864149210756,0.8458084801079925
13.0,1.014767736196518,1.1660567276108698,0.8634787447821661
13.5,1.0166142930587132,1.1679033661474858,0.8653252199699406
14.0,1.017233168085416,1.1685223708728594,0.8659439652979728
14.5,1.017246608932813,1.16853600175716,0.8659572161084658
15.0,1.017246608932813,1.1685361748771115,0.8659570429885145
15.5,1.0125164836645126,1.1638061977118626,0.8612267696171626
16.0,1.0182423045237858,1.1695321482123726,0.8669524608351991
16.5,1.0228959272305171,1.1741859057197488,0.8716059487412855
17.0,1.0240750163793564,1.1753651585180958,0.872784874240617
17.5,1.0245772798856099,1.1758675827825138,0.8732869769887059
18.0,1.0289634317159653,1.1802539085060557,0.8776729549258748
18.5,1.0325790743033092,1.1838697242436096,0.8812884243630087
19.0,1.0346952080726624,1.1859859972790598,0.8834044188662648
19.5,1.0365983893473942,1.1878893100269254,0.8853074686678631
20.0,1.040692299604416,1.1919833573789507,0.8894012418298811
20.5,1.0399887363115947,1.191279907328623,0.8886975652945663
21.0,1.0409618069728215,1.1922530615657303,0.8896705523799127
21.5,1.0399779329697292,1.19126925853094,0.8886866074085185
22.0,1.0396209706862767,1.1909123582076528,0.8883295831649006
22.5,1.0421052078406017,1.1933966349643381,0.8908137807168652
23.0,1.0347314824660618,1.1860229605633963,0.8834400043687274
23.5,1.0345862954854965,1.185877799543543,0.8832947914274499
24.0,1.0344137847423553,1.1857053047724195,0.8831222647122912
24.5,1.0344137847423553,1.1857053056693043,0.8831222638154064
