time (h),Predicted,Upper Bound,Lower Bound
1,0.005373941707754663,0.007138698083519138,0.0036091853319901875
2,0.005373941707754663,0.009876141862935933,0.0008717415525733947
3,0.005373941707754663,0.015417182240749411,-0.004669298825240086
4,0.01017065849979796,0.04163578758586538,-0.02129447058626946
5,0.02605545020196587,0.11050809619576925,-0.05839719579183751
6,0.02605545020196587,0.18020572468044443,-0.1280948242765127
7,0.06639848750395079,0.30663069956454625,-0.17383372455664464
8,0.3251889254897833,0.6467625640802868,0.0036152868992798126
9,0.47818397358059883,0.7964882205663736,0.15987972659482408
10,0.5935539801915487,0.8767430650250492,0.3103648953580483
11,0.7501835028330485,0.9801015824576722,0.5202654232084247
12,0.7251419673363367,0.8767326530194814,0.573551281653192
13,0.7593894203503927,0.832819120761718,0.6859597199390673
14,0.8216608762741089,0.884057693013267,0.7592640595349508
15,0.8643117795387903,0.9157631573157335,0.8128604017618472
16,0.9008600066105524,0.9383727803783797,0.8633472328427252
17,0.9234405954678854,0.9548842326866109,0.8919969582491598
18,0.9586224406957626,0.9845793052639474,0.9326655761275778
19,0.9688874930143356,0.9913228244639745,0.9464521615646968
20,0.986021821697553,1.0055327975566273,0.9665108458384788
21,0.9930776407321295,1.0134089235042774,0.9727463579599815
22,0.9930776407321295,1.0146252785707912,0.9715300028934678
23,0.9930776407321295,1.0161775766010113,0.9699777048632477
24,0.9876312464475632,1.0103141546922483,0.964948338202878
25,0.9873138616482416,1.00917596811695,0.9654517551795333
26,0.9868797461191813,1.0107355413942556,0.9630239508441071
27,0.9746245791514715,0.9999513476292377,0.9492978106737053
28,0.9494622945785522,0.9802804615936178,0.9186441275634867
29,0.9332747161388397,0.9717169205726947,0.8948325117049848
30,0.9035838296016058,0.9484033431747476,0.8587643160284639
31,0.8839339216550192,0.9327696216761611,0.8350982216338773
32,0.8690662533044815,0.9232127524022687,0.8149197542066943
33,0.8461071103811264,0.8979391378048233,0.7942750829574295
34,0.8173251102368037,0.8582655133562388,0.7763847071173685
35,0.8145853777726492,0.8455904249961795,0.7835803305491188
